,Unnamed: 0,formatted_address,Address,latitude,longitude,License_Type,Entity_Name,Trade_Name,Concate
938,170,"1178 S Kalamath St, Denver, CO 80223, USA",1178 S KALAMATH ST DENVER CO,39.6952492,-104.999996,Med Marijuana Opt Prem Cultiv,"HIGH COUNTRY SUPPLY, LLC",COLORADO HARVEST COMPANY,"Med Marijuana Opt Prem Cultiv-HIGH COUNTRY SUPPLY, LLC"
939,170,"1178 S Kalamath St, Denver, CO 80223, USA",1178 S KALAMATH ST DENVER CO,39.6952492,-104.999996,Retail Marijuana Store,HIGH COUNTRY SUPPLY LLC,COLORADO HARVEST COMPANY,Retail Marijuana Store-HIGH COUNTRY SUPPLY LLC
940,170,"1178 S Kalamath St, Denver, CO 80223, USA",1178 S KALAMATH ST DENVER CO,39.6952492,-104.999996,Retail Marij Opt. Prem. Cultiv,HIGH COUNTRY SUPPLY LLC,COLORADO HARVEST COMPANY,Retail Marij Opt. Prem. Cultiv-HIGH COUNTRY SUPPLY LLC
953,171,"3100 Blake St, Denver, CO 80205, USA",3100  Blake St Denver CO,39.764527,-104.9805513,Retail Marijuana Store,RINO SUPPLY CO INC,,Retail Marijuana Store-RINO SUPPLY CO INC
954,172,"4500 N Washington St, Denver, CO 80205, USA",4500 N WASHINGTON ST DENVER CO,39.7543922,-104.9779073,Medical Marijuana Center,"GAS AND GRASS, LLC",ROLLUP,"Medical Marijuana Center-GAS AND GRASS, LLC"
955,172,"4500 N Washington St, Denver, CO 80205, USA",4500 N WASHINGTON ST DENVER CO,39.7543922,-104.9779073,Retail Marijuana Store,"GAS AND GRASS, LLC",ROLLUP,"Retail Marijuana Store-GAS AND GRASS, LLC"
958,173,"3937 W Colfax Ave, Denver, CO 80204, USA",3937 W COLFAX AVE DENVER CO,39.740497,-105.0390523,Medical Marijuana Center,"SOUTHWEST ALTERNATIVE CARE, LLC",,"Medical Marijuana Center-SOUTHWEST ALTERNATIVE CARE, LLC"
959,173,"3937 W Colfax Ave, Denver, CO 80204, USA",3937 W COLFAX AVE DENVER CO,39.740497,-105.0390523,Retail Marijuana Store,SOUTHWEST ALTERNATIVE CARE LLC,,Retail Marijuana Store-SOUTHWEST ALTERNATIVE CARE LLC
962,175,"1031 W Center Ave, Denver, CO 80223, USA",1031 W CENTER AVE DENVER CO,39.7060455,-104.999996,Med Marijuana Opt Prem Cultiv,"BGOOD VENTURES, LLC",BGOOD,"Med Marijuana Opt Prem Cultiv-BGOOD VENTURES, LLC"
963,175,"1031 W Center Ave, Denver, CO 80223, USA",1031 W CENTER AVE DENVER CO,39.7060455,-104.999996,Retail Marij Opt. Prem. Cultiv,"BGOOD VENTURES, LLC",BGOOD APOTHECARY,"Retail Marij Opt. Prem. Cultiv-BGOOD VENTURES, LLC"
966,176,"2145 S Kalamath St, Denver, CO 80223, USA",2145 S KALAMATH ST DENVER CO,39.6776409,-105.0009774,Retail Marij Opt. Prem. Cultiv,"DARK HORSE GENETICS, LLC",,"Retail Marij Opt. Prem. Cultiv-DARK HORSE GENETICS, LLC"
967,176,"2145 S Kalamath St, Denver, CO 80223, USA",2145 S KALAMATH ST DENVER CO,39.6776409,-105.0009774,Med Marijuana Inf Prod Manuf,DARK HORSE GENETICS LLC,,Med Marijuana Inf Prod Manuf-DARK HORSE GENETICS LLC
968,176,"2145 S Kalamath St, Denver, CO 80223, USA",2145 S KALAMATH ST DENVER CO,39.6776409,-105.0009774,Retail Marijuana Inf Prod Mfg,"DARK HORSE GENETICS, LLC",,"Retail Marijuana Inf Prod Mfg-DARK HORSE GENETICS, LLC"
969,176,"2145 S Kalamath St, Denver, CO 80223, USA",2145 S KALAMATH ST DENVER CO,39.6776409,-105.0009774,Med Marijuana Opt Prem Cultiv,DARK HORSE GENETICS LLC,,Med Marijuana Opt Prem Cultiv-DARK HORSE GENETICS LLC
982,179,"4902 Smith Rd, Denver, CO 80216, USA",4902 E SMITH RD DENVER CO,39.7748706,-104.9294354,Med Marijuana Opt Prem Cultiv,"C.G. INDUSTRY, LLC",CROSS GENETICS,"Med Marijuana Opt Prem Cultiv-C.G. INDUSTRY, LLC"
983,179,"4902 Smith Rd, Denver, CO 80216, USA",4902 E SMITH RD DENVER CO,39.7748706,-104.9294354,Retail Marij Opt. Prem. Cultiv,GANJA GOURMET LLC,GANJA GOURMET,Retail Marij Opt. Prem. Cultiv-GANJA GOURMET LLC
984,179,"4902 Smith Rd, Denver, CO 80216, USA",4902 E SMITH RD DENVER CO,39.7748706,-104.9294354,Medical Marijuana Center,"C.G. INDUSTRY, LLC",CROSS GENETICS,"Medical Marijuana Center-C.G. INDUSTRY, LLC"
985,179,"4902 Smith Rd, Denver, CO 80216, USA",4902 E SMITH RD DENVER CO,39.7748706,-104.9294354,Med Marijuana Opt Prem Cultiv,"GANJA GOURMET, LLC",GANJA GOURMET,"Med Marijuana Opt Prem Cultiv-GANJA GOURMET, LLC"
986,179,"4902 Smith Rd, Denver, CO 80216, USA",4902 E SMITH RD DENVER CO,39.7748706,-104.9294354,Retail Marij Opt. Prem. Cultiv,"C.G. INDUSTRY, LLC",CROSS GENETICS,"Retail Marij Opt. Prem. Cultiv-C.G. INDUSTRY, LLC"
987,179,"4902 Smith Rd, Denver, CO 80216, USA",4902 E SMITH RD DENVER CO,39.7748706,-104.9294354,Med Marijuana Inf Prod Manuf,"CG INDUSTRY, LLC",CG LABS,"Med Marijuana Inf Prod Manuf-CG INDUSTRY, LLC"
988,179,"4902 Smith Rd, Denver, CO 80216, USA",4902 E SMITH RD DENVER CO,39.7748706,-104.9294354,Med Marijuana Opt Prem Cultiv,"MWRH, LLC",CROSS GENETICS,"Med Marijuana Opt Prem Cultiv-MWRH, LLC"
989,179,"4902 Smith Rd, Denver, CO 80216, USA",4902 E SMITH RD DENVER CO,39.7748706,-104.9294354,Retail Marijuana Store,"C.G. INDUSTRY, LLC",CROSS GENETICS,"Retail Marijuana Store-C.G. INDUSTRY, LLC"
1046,182,"2601 W Alameda Ave, Denver, CO 80219, USA",2601 W ALAMEDA AVE DENVER CO,39.7113836,-105.0182333,Retail Marijuana Store,"THE GREEN SOLUTION, LLC",,"Retail Marijuana Store-THE GREEN SOLUTION, LLC"
1047,183,"N Bryant St, Denver, CO 80211, USA",688 N BRYANT ST DENVER CO,39.7508151,-105.0183872,Med Marijuana Opt Prem Cultiv,"STAYCON, LLC",CRAFT,"Med Marijuana Opt Prem Cultiv-STAYCON, LLC"
1048,184,"4155 Grape St, Denver, CO 80216, USA",4155 N GRAPE ST DENVER CO,39.7743586,-104.9250557,Med Marijuana Opt Prem Cultiv,TESLA LLC,,Med Marijuana Opt Prem Cultiv-TESLA LLC
1049,185,"5550 Joliet St, Denver, CO 80239, USA",5550 N JOLIET ST DENVER CO,39.7973535,-104.8606942,Med Marijuana Opt Prem Cultiv,TRILL EVOLUTIONS LLC,TRILL EVOLUTIONS,Med Marijuana Opt Prem Cultiv-TRILL EVOLUTIONS LLC
1050,185,"5550 Joliet St, Denver, CO 80239, USA",5550 N JOLIET ST DENVER CO,39.7973535,-104.8606942,Medical Marijuana Center,TRILL EVOLUTIONS LLC,TRILL EVOLUTIONS,Medical Marijuana Center-TRILL EVOLUTIONS LLC
1053,187,"5109 W Alameda Ave, Denver, CO 80219, USA",5109 W ALAMEDA AVE DENVER CO,39.7117286,-105.0525186,Medical Marijuana Center,"COLORADO COLITAS, LLC",HERBAL REMEDIES,"Medical Marijuana Center-COLORADO COLITAS, LLC"
1054,188,"775 S Jason St, Denver, CO 80223, USA",775 S JASON ST DENVER CO,39.7025178,-105.0000039,Med Marijuana Inf Prod Manuf,MILE HIGH DISTRIBUTING LLC,.,Med Marijuana Inf Prod Manuf-MILE HIGH DISTRIBUTING LLC
1055,188,"775 S Jason St, Denver, CO 80223, USA",775 S JASON ST DENVER CO,39.7025178,-105.0000039,Retail Marijuana Inf Prod Mfg,MILE HIGH DISTRIBUTING LLC,,Retail Marijuana Inf Prod Mfg-MILE HIGH DISTRIBUTING LLC
1058,189,"11101 E 51st Ave, Denver, CO 80239, USA",11101 E 51ST AVE DENVER CO,39.7906881,-104.8586875,Med Marijuana Opt Prem Cultiv,"POTCO, LLC",POTCO,"Med Marijuana Opt Prem Cultiv-POTCO, LLC"
1059,189,"11101 E 51st Ave, Denver, CO 80239, USA",11101 E 51ST AVE DENVER CO,39.7906881,-104.8586875,Medical Marijuana Center,"POTCO, LLC",POTCO,"Medical Marijuana Center-POTCO, LLC"
1063,192,"2640 E 43rd Ave, Denver, CO 80216, USA",2640 E 43RD AVE DENVER CO,39.7762155,-104.9555641,Retail Marij Opt. Prem. Cultiv,"GREENLINE FEDERAL, LLC",,"Retail Marij Opt. Prem. Cultiv-GREENLINE FEDERAL, LLC"
1064,194,"1538 Wazee St, Denver, CO 80202, USA",1538  WAZEE ST DENVER CO,39.7506213,-105.0002813,Medical Marijuana Center,"COMPASSIONATE CARE GIVERS, INC.",ROCKY MOUNTAIN HIGH,"Medical Marijuana Center-COMPASSIONATE CARE GIVERS, INC."
1065,194,"1538 Wazee St, Denver, CO 80202, USA",1538  WAZEE ST DENVER CO,39.7506213,-105.0002813,Retail Marijuana Store,"COMPASSIONATE CARE GIVERS, INC",ROCKY MOUNTAIN HIGH,"Retail Marijuana Store-COMPASSIONATE CARE GIVERS, INC"
1069,196,"4980 Jackson St, Denver, CO 80216, USA",4980 N JACKSON ST DENVER CO,39.7870622,-104.9427821,Retail Marij Opt. Prem. Cultiv,4900 JACKSON STREET LLC,CHAMPION CANNABIS,Retail Marij Opt. Prem. Cultiv-4900 JACKSON STREET LLC
1070,197,"1233 W Alameda Ave, Denver, CO 80223, USA",1233 W ALAMEDA AVE DENVER CO,39.711497,-105.0022784,Retail Marij Opt. Prem. Cultiv,KAZIMER LLC,,Retail Marij Opt. Prem. Cultiv-KAZIMER LLC
1072,197,"1233 W Alameda Ave, Denver, CO 80223, USA",1233 W ALAMEDA AVE DENVER CO,39.711497,-105.0022784,Med Marijuana Opt Prem Cultiv,"KAZIMER, LLC",,"Med Marijuana Opt Prem Cultiv-KAZIMER, LLC"
1079,198,"4425 E 46th Ave, Denver, CO 80216, USA",4425 E 46TH AVE DENVER CO,39.7806087,-104.9356868,Retail Marij Opt. Prem. Cultiv,DELTA-9 DELIGHTS LLC,REEFER MADNESS,Retail Marij Opt. Prem. Cultiv-DELTA-9 DELIGHTS LLC
1080,198,"4425 E 46th Ave, Denver, CO 80216, USA",4425 E 46TH AVE DENVER CO,39.7806087,-104.9356868,Med Marijuana Opt Prem Cultiv,DELTA-9 DELIGHTS LLC,REEFER MADNESS,Med Marijuana Opt Prem Cultiv-DELTA-9 DELIGHTS LLC
1083,199,"1015 W Evans Ave, Denver, CO 80223, USA",1015 W EVANS AVE DENVER CO,39.678969,-104.9997221,Med Marijuana Opt Prem Cultiv,"KEENS GREENS EDIBLES, LLC",,"Med Marijuana Opt Prem Cultiv-KEENS GREENS EDIBLES, LLC"
1084,199,"1015 W Evans Ave, Denver, CO 80223, USA",1015 W EVANS AVE DENVER CO,39.678969,-104.9997221,Retail Marij Opt. Prem. Cultiv,"KEENS GREENS EDIBLES, LLC",,"Retail Marij Opt. Prem. Cultiv-KEENS GREENS EDIBLES, LLC"
1085,199,"1015 W Evans Ave, Denver, CO 80223, USA",1015 W EVANS AVE DENVER CO,39.678969,-104.9997221,Med Marijuana Opt Prem Cultiv,SOLACE MEDS LLC,,Med Marijuana Opt Prem Cultiv-SOLACE MEDS LLC
1086,199,"1015 W Evans Ave, Denver, CO 80223, USA",1015 W EVANS AVE DENVER CO,39.678969,-104.9997221,Retail Marijuana Inf Prod Mfg,"KEENS GREENS EDIBLES, LLC",,"Retail Marijuana Inf Prod Mfg-KEENS GREENS EDIBLES, LLC"
1087,199,"1015 W Evans Ave, Denver, CO 80223, USA",1015 W EVANS AVE DENVER CO,39.678969,-104.9997221,Med Marijuana Inf Prod Manuf,"KEEN'S GREENS EDIBLES, LLC",,"Med Marijuana Inf Prod Manuf-KEEN'S GREENS EDIBLES, LLC"
1112,201,"4707 Lipan St, Denver, CO 80211, USA",4707 N LIPAN ST DENVER CO,39.7822681,-105.0021415,Medical Marijuana Center,"JPJR AND ASSOCIATES, LLC",STASH HOUSE,"Medical Marijuana Center-JPJR AND ASSOCIATES, LLC"
1113,201,"4707 Lipan St, Denver, CO 80211, USA",4707 N LIPAN ST DENVER CO,39.7822681,-105.0021415,Med Marijuana Opt Prem Cultiv,"JPJR AND ASSOCIATES, LLC",STASH HOUSE,"Med Marijuana Opt Prem Cultiv-JPJR AND ASSOCIATES, LLC"
1116,203,"419 W 13th Ave, Denver, CO 80204, USA",419 W 13TH AVE DENVER CO,39.7369935,-104.9934343,Medical Marijuana Center,"HERBAL HEALTH, LLC",LOCAL PRODUCT OF COLORADO,"Medical Marijuana Center-HERBAL HEALTH, LLC"
1117,203,"419 W 13th Ave, Denver, CO 80204, USA",419 W 13TH AVE DENVER CO,39.7369935,-104.9934343,Retail Marijuana Store,"HERBAL HEALTH, LLC",LOCAL PRODUCT OF COLORADO,"Retail Marijuana Store-HERBAL HEALTH, LLC"
1120,206,"1001 W Center Ave, Denver, CO 80223, USA",1001 W CENTER AVE DENVER CO,39.7060148,-104.9996308,Retail Marij Opt. Prem. Cultiv,"BELLFLOWER, LLC",,"Retail Marij Opt. Prem. Cultiv-BELLFLOWER, LLC"
1121,206,"1001 W Center Ave, Denver, CO 80223, USA",1001 W CENTER AVE DENVER CO,39.7060148,-104.9996308,Med Marijuana Opt Prem Cultiv,"BELLFLOWER, LLC",,"Med Marijuana Opt Prem Cultiv-BELLFLOWER, LLC"
1122,206,"1001 W Center Ave, Denver, CO 80223, USA",1001 W CENTER AVE DENVER CO,39.7060148,-104.9996308,Med Marijuana Inf Prod Manuf,"BELLFLOWER, LLC",,"Med Marijuana Inf Prod Manuf-BELLFLOWER, LLC"
1123,206,"1001 W Center Ave, Denver, CO 80223, USA",1001 W CENTER AVE DENVER CO,39.7060148,-104.9996308,Retail Marijuana Inf Prod Mfg,"BELLFLOWER, LLC",,"Retail Marijuana Inf Prod Mfg-BELLFLOWER, LLC"
1136,207,"990 6th Ave, Denver, CO 80204, USA",990 W 6TH AVE DENVER CO,39.7254991,-104.9994482,Retail Marijuana Store,CURE MEDICAL PHARM INC.,RIVERROCK,Retail Marijuana Store-CURE MEDICAL PHARM INC.
1137,207,"990 6th Ave, Denver, CO 80204, USA",990 W 6TH AVE DENVER CO,39.7254991,-104.9994482,Medical Marijuana Center,"CURE MEDICAL PHARM, INC.",RIVERROCK,"Medical Marijuana Center-CURE MEDICAL PHARM, INC."
1140,209,"5000 E 41st Ave, Denver, CO 80216, USA",5000 E 41ST AVE DENVER CO,39.7729024,-104.9296683,Retail Marijuana Inf Prod Mfg,"ECO GREEN GROW, LLC",FUEGO EXTRACTS,"Retail Marijuana Inf Prod Mfg-ECO GREEN GROW, LLC"
1141,209,"5000 E 41st Ave, Denver, CO 80216, USA",5000 E 41ST AVE DENVER CO,39.7729024,-104.9296683,Med Marijuana Inf Prod Manuf,"ECO GREEN GROW, LLC",FUEGO EXTRACTS,"Med Marijuana Inf Prod Manuf-ECO GREEN GROW, LLC"
1142,209,"5000 E 41st Ave, Denver, CO 80216, USA",5000 E 41ST AVE DENVER CO,39.7729024,-104.9296683,Med Marijuana Opt Prem Cultiv,"GREENER PASTURE COMPASSION CENTER, LLC",VERDE NATURAL,"Med Marijuana Opt Prem Cultiv-GREENER PASTURE COMPASSION CENTER, LLC"
1143,209,"5000 E 41st Ave, Denver, CO 80216, USA",5000 E 41ST AVE DENVER CO,39.7729024,-104.9296683,Retail Marij Opt. Prem. Cultiv,"GREENER PASTURE COMPASSION CENTER, LLC",VERDE NATURAL,"Retail Marij Opt. Prem. Cultiv-GREENER PASTURE COMPASSION CENTER, LLC"
1156,210,"1110 W Virginia Ave, Denver, CO 80223, USA",1110 W Virginia Ave Denver CO,39.7073048,-104.9995286,Retail Marijuana Store,RIA HOLDINGS LIMITED,LAUGHING GRASS,Retail Marijuana Store-RIA HOLDINGS LIMITED
1157,211,"4900-a Acoma St, Denver, CO 80216, USA",4900 N COLORADO BLVD DENVER CO,39.7860029,-104.9884731,Med Marijuana Opt Prem Cultiv,"ALPINE HERBAL WELLNESS, LLC",FROSTED LEAF,"Med Marijuana Opt Prem Cultiv-ALPINE HERBAL WELLNESS, LLC"
1158,212,"2383 S Downing St, Denver, CO 80210, USA",2383 S DOWNING ST DENVER CO,39.6734139,-104.9737315,Medical Marijuana Center,"URBAN CANNABIS II, LLC",HEALING HOUSE,"Medical Marijuana Center-URBAN CANNABIS II, LLC"
1159,212,"2383 S Downing St, Denver, CO 80210, USA",2383 S DOWNING ST DENVER CO,39.6734139,-104.9737315,Retail Marijuana Store,"URBAN CANNABIS II, LLC",HEALING HOUSE,"Retail Marijuana Store-URBAN CANNABIS II, LLC"
1162,213,"2200 S Lipan St, Denver, CO 80223, USA",2200 S LIPAN ST DENVER CO,39.6763756,-105.0014567,Med Marijuana Opt Prem Cultiv,"FIREHOUSE ORGANICS NORTH, LLC",FIREHOUSE ORGANICS,"Med Marijuana Opt Prem Cultiv-FIREHOUSE ORGANICS NORTH, LLC"
1163,215,"12001 E 37th Ave, Denver, CO 80239, USA",12001 E 37TH AVE DENVER CO,39.7684462,-104.8481069,Retail Marij Opt. Prem. Cultiv,"BK HOLDINGS, LLC",,"Retail Marij Opt. Prem. Cultiv-BK HOLDINGS, LLC"
1164,215,"12001 E 37th Ave, Denver, CO 80239, USA",12001 E 37TH AVE DENVER CO,39.7684462,-104.8481069,Med Marijuana Opt Prem Cultiv,"BK HOLDINGS, LLC",,"Med Marijuana Opt Prem Cultiv-BK HOLDINGS, LLC"
1165,215,"12001 E 37th Ave, Denver, CO 80239, USA",12001 E 37TH AVE DENVER CO,39.7684462,-104.8481069,Med Marijuana Inf Prod Manuf,"BK HOLDINGS, LLC",THE HERBAL CENTER,"Med Marijuana Inf Prod Manuf-BK HOLDINGS, LLC"
1172,216,"1045 W 45th Ave, Denver, CO 80211, USA",1045 W 45TH AVE DENVER CO,39.7784865,-105.0003943,Med Marijuana Opt Prem Cultiv,"MAHATMA GANGA, LLC",MAHATMA EXTREME CONCENTRATES,"Med Marijuana Opt Prem Cultiv-MAHATMA GANGA, LLC"
1173,216,"1045 W 45th Ave, Denver, CO 80211, USA",1045 W 45TH AVE DENVER CO,39.7784865,-105.0003943,Retail Marij Opt. Prem. Cultiv,"MAHATMA GANGA, LLC",MAHATMA EXTREME CONCENTRATES,"Retail Marij Opt. Prem. Cultiv-MAHATMA GANGA, LLC"
1174,216,"1045 W 45th Ave, Denver, CO 80211, USA",1045 W 45TH AVE DENVER CO,39.7784865,-105.0003943,Retail Marijuana Inf Prod Mfg,"MAHATMA GANGA, LLC",MAHATMA EXTREME CONCENTRATES,"Retail Marijuana Inf Prod Mfg-MAHATMA GANGA, LLC"
1175,216,"1045 W 45th Ave, Denver, CO 80211, USA",1045 W 45TH AVE DENVER CO,39.7784865,-105.0003943,Med Marijuana Inf Prod Manuf,"MAHATMA GANGA, LLC",MAHATMA EXTREME CONCENTRATES,"Med Marijuana Inf Prod Manuf-MAHATMA GANGA, LLC"
1188,217,"1055 S Fox St, Denver, CO 80223, USA",1055 S FOX ST DENVER CO,39.6973864,-104.9948379,Retail Marij Opt. Prem. Cultiv,CANNABIS CORP,CANNABIS,Retail Marij Opt. Prem. Cultiv-CANNABIS CORP
1189,218,"260 N Broadway, Denver, CO 80203, USA",260 N BROADWAY  DENVER CO,39.720519,-104.987294,Retail Marijuana Store,"PEAK HOLDINGS GROUP, LLC",PEAK DISPENSARY,"Retail Marijuana Store-PEAK HOLDINGS GROUP, LLC"
1190,218,"260 N Broadway, Denver, CO 80203, USA",260 N BROADWAY  DENVER CO,39.720519,-104.987294,Medical Marijuana Center,"PEAK HOLDINGS GROUP, LLC",PEAK,"Medical Marijuana Center-PEAK HOLDINGS GROUP, LLC"
1194,221,"2291 S Kalamath St, Denver, CO 80223, USA",2291 S KALAMATH ST DENVER CO,39.6750256,-105.0009241,Retail Marijuana Inf Prod Mfg,"MILE HIGH WELLNESS II, LLC",GREEN STREET,"Retail Marijuana Inf Prod Mfg-MILE HIGH WELLNESS II, LLC"
1195,221,"2291 S Kalamath St, Denver, CO 80223, USA",2291 S KALAMATH ST DENVER CO,39.6750256,-105.0009241,Retail Marij Opt. Prem. Cultiv,"MILE HIGH WELLNESS II, LLC",MILE HIGH WELLNESS GREEN STREET,"Retail Marij Opt. Prem. Cultiv-MILE HIGH WELLNESS II, LLC"
1196,221,"2291 S Kalamath St, Denver, CO 80223, USA",2291 S KALAMATH ST DENVER CO,39.6750256,-105.0009241,Medical Marijuana Center,"MILE HIGH WELLNESS II, LLC",MILE HIGH WELLNESS - GREEN STREET,"Medical Marijuana Center-MILE HIGH WELLNESS II, LLC"
1197,221,"2291 S Kalamath St, Denver, CO 80223, USA",2291 S KALAMATH ST DENVER CO,39.6750256,-105.0009241,Retail Marijuana Store,"MILE HIGH WELLNESS II, LLC",MILE HIGH WELLNESS - GREEN STREET,"Retail Marijuana Store-MILE HIGH WELLNESS II, LLC"
1198,221,"2291 S Kalamath St, Denver, CO 80223, USA",2291 S KALAMATH ST DENVER CO,39.6750256,-105.0009241,Med Marijuana Inf Prod Manuf,"MILE HIGH WELNESS II, LLC",GREEN STREET,"Med Marijuana Inf Prod Manuf-MILE HIGH WELNESS II, LLC"
1219,222,"1346 W Cedar Ave, Denver, CO 80223, USA",1346 W CEDAR AVE DENVER CO,39.7129448,-105.00503,Med Marijuana Opt Prem Cultiv,"LAB 710, LLC",LAB 710,"Med Marijuana Opt Prem Cultiv-LAB 710, LLC"
1220,222,"1346 W Cedar Ave, Denver, CO 80223, USA",1346 W CEDAR AVE DENVER CO,39.7129448,-105.00503,Med Marijuana Inf Prod Manuf,"LAB 710, LLC",LAB 710,"Med Marijuana Inf Prod Manuf-LAB 710, LLC"
1221,222,"1346 W Cedar Ave, Denver, CO 80223, USA",1346 W CEDAR AVE DENVER CO,39.7129448,-105.00503,Retail Marijuana Inf Prod Mfg,"LAB 710, LLC",LAB 710,"Retail Marijuana Inf Prod Mfg-LAB 710, LLC"
1228,224,"4960 Jackson St, Denver, CO 80216, USA",4960 N JACKSON ST DENVER CO,39.7870037,-104.9424902,Med Marijuana Inf Prod Manuf,"DKC, LLC",KUSH CONCENTRATES,"Med Marijuana Inf Prod Manuf-DKC, LLC"
1229,224,"4960 Jackson St, Denver, CO 80216, USA",4960 N JACKSON ST DENVER CO,39.7870037,-104.9424902,Retail Marijuana Inf Prod Mfg,DKC LLC,KUSH CONCENTRATES,Retail Marijuana Inf Prod Mfg-DKC LLC
1230,224,"4960 Jackson St, Denver, CO 80216, USA",4960 N JACKSON ST DENVER CO,39.7870037,-104.9424902,Retail Marij Opt. Prem. Cultiv,"DKC, LLC",DENVER KUSH CLUB,"Retail Marij Opt. Prem. Cultiv-DKC, LLC"
1237,225,"3702 W Quincy Ave, Denver, CO 80236, USA",3702 W Quincy  Denver CO,39.6383911,-105.0360059,Retail Marijuana Store,"JOIS, LLC",SILVER STEM FINE CANNABIS,"Retail Marijuana Store-JOIS, LLC"
1238,225,"3702 W Quincy Ave, Denver, CO 80236, USA",3702 W Quincy  Denver CO,39.6383911,-105.0360059,Medical Marijuana Center,"JOIS, LLC",SILVER STEM FINE CANNABIS,"Medical Marijuana Center-JOIS, LLC"
1241,226,"4940 E 39th Ave, Denver, CO 80207, USA",4940 E 39TH AVE DENVER CO,39.7714588,-104.9301702,Retail Marij Opt. Prem. Cultiv,4940 CORPORATION LLC,THE GARDEN,Retail Marij Opt. Prem. Cultiv-4940 CORPORATION LLC
1242,227,"70 N Broadway, Denver, CO 80203, USA",70 N BROADWAY  DENVER CO,39.7178536,-104.987193,Retail Marij Opt. Prem. Cultiv,"ABUNDANT HEALTH DENVER, LLC","HERBAN UNDERGROUND, LLC","Retail Marij Opt. Prem. Cultiv-ABUNDANT HEALTH DENVER, LLC"
1243,227,"70 N Broadway, Denver, CO 80203, USA",70 N BROADWAY  DENVER CO,39.7178536,-104.987193,Medical Marijuana Center,"ABUNDANT HEALTH DENVER, LLC",HERBAN UNDERGROUND,"Medical Marijuana Center-ABUNDANT HEALTH DENVER, LLC"
1244,227,"70 N Broadway, Denver, CO 80203, USA",70 N BROADWAY  DENVER CO,39.7178536,-104.987193,Med Marijuana Opt Prem Cultiv,"ABUNDANT HEALTH DENVER, LLC","HERBAN UNDERGROUND, LLC","Med Marijuana Opt Prem Cultiv-ABUNDANT HEALTH DENVER, LLC"
1245,227,"70 N Broadway, Denver, CO 80203, USA",70 N BROADWAY  DENVER CO,39.7178536,-104.987193,Retail Marijuana Store,"ABUNDANT HEALTH DENVER, LLC",HERBAN UNDERGROUND,"Retail Marijuana Store-ABUNDANT HEALTH DENVER, LLC"
1258,228,"4755 Lipan St, Denver, CO 80211, USA",4755 N LIPAN ST DENVER CO,39.7831403,-105.0026892,Medical Marijuana Center,"HERBAL ALTERNATIVES, LLC",SUNNYSIDE DISPENSARY,"Medical Marijuana Center-HERBAL ALTERNATIVES, LLC"
1259,228,"4755 Lipan St, Denver, CO 80211, USA",4755 N LIPAN ST DENVER CO,39.7831403,-105.0026892,Med Marijuana Opt Prem Cultiv,HERBAL ALTERNATIVES LLC,SUNNYSIDE DISPENSARY,Med Marijuana Opt Prem Cultiv-HERBAL ALTERNATIVES LLC
1267,229,"3121 E Colfax Ave, Denver, CO 80206, USA",3121 E COLFAX AVE DENVER CO,39.7403487,-104.9506128,Retail Marijuana Store,"PIONEER INTERESTS COLFAX, LLC",,"Retail Marijuana Store-PIONEER INTERESTS COLFAX, LLC"
1268,230,"1332 S Cherokee St, Denver, CO 80223, USA",1332 S Cherokee St Denver CO,39.6926199,-104.9906982,Marijuana Transporter,INDYSPENSABLE WHOLESALE DISTRIBUTORS,"IDY DISTRIBUTORS, IDY CORP",Marijuana Transporter-INDYSPENSABLE WHOLESALE DISTRIBUTORS
1273,231,"3900 E 48th Ave, Denver, CO 80216, USA",3900 E 48th  Denver CO,39.7832808,-104.9416975,Medical Marijuana Center,KGBI COLORADO LLC,SPARK DISPENSARY,Medical Marijuana Center-KGBI COLORADO LLC
1276,232,"4550 Jackson St, Denver, CO 80216, USA",4550 N Jackson St Denver CO,39.7793899,-104.9426271,Retail Marijuana Inf Prod Mfg,TREATMENTS UNLIMITED LLC,ALTITUDE EAST,Retail Marijuana Inf Prod Mfg-TREATMENTS UNLIMITED LLC
1277,233,"1952 S Acoma St, Denver, CO 80223, USA",1952 S ACOMA ST DENVER CO,39.6808518,-104.9885617,Retail Marijuana Inf Prod Mfg,B'S TREATS LLC,,Retail Marijuana Inf Prod Mfg-B'S TREATS LLC
1278,233,"1952 S Acoma St, Denver, CO 80223, USA",1952 S ACOMA ST DENVER CO,39.6808518,-104.9885617,Med Marijuana Inf Prod Manuf,B'S TREATS LLC,,Med Marijuana Inf Prod Manuf-B'S TREATS LLC
1281,234,"N Bryant St, Denver, CO 80211, USA",678 N BRYANT ST DENVER CO,39.7508151,-105.0183872,Med Marijuana Inf Prod Manuf,CANYON LLC,,Med Marijuana Inf Prod Manuf-CANYON LLC
1282,234,"N Bryant St, Denver, CO 80211, USA",678 N BRYANT ST DENVER CO,39.7508151,-105.0183872,Retail Marijuana Inf Prod Mfg,"CANYON, LLC",,"Retail Marijuana Inf Prod Mfg-CANYON, LLC"
1285,235,"1135 S Jason St, Denver, CO 80223, USA",1135 S JASON ST DENVER CO,39.6960454,-104.9993935,Med Marijuana Inf Prod Manuf,"JULIE CAMILLE, LLC",SWEET GRASS KITCHEN,"Med Marijuana Inf Prod Manuf-JULIE CAMILLE, LLC"
